ID	Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
2348	TNC_ITGA9	TNC	tenascin C	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA9	NA	novel	putative
2349	TNC_ITGAV	TNC	tenascin C	ITGAV	integrin, alpha V	NA	NA	NA	NA	STRING.binding	NA	NA	ITGAV	NA	novel	putative
2350	TNC_ITGB1	TNC	tenascin C	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	14715956	novel	literature supported
2351	TNC_NT5E	TNC	tenascin C	NT5E	5'-nucleotidase, ecto (CD73)	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
2352	TNC_PTPRB	TNC	tenascin C	PTPRB	protein tyrosine phosphatase, receptor type, B	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
2353	TNC_PTPRZ1	TNC	tenascin C	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	NA	NA	NA	NA	STRING.binding	NA	NA	PTPRZ1	NA	novel	putative
2354	TNC_SDC1	TNC	tenascin C	SDC1	syndecan 1	NA	NA	NA	NA	STRING.binding	NA	NA	SDC1	NA	novel	putative
2355	TNC_SDC4	TNC	tenascin C	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	NA	SDC4	NA	novel	putative
2356	TNFSF10_TNFRSF10A	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF10	TNFRSF10A	NA	known	literature supported
2357	TNFSF10_TNFRSF10B	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF10	TNFRSF10B	NA	known	literature supported
2358	TNFSF10_TNFRSF10C	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	DLRP	HPMR	NA	HPRD	NA	NA	TNFSF10	TNFRSF10C	NA	known	literature supported
2359	TNFSF10_TNFRSF10D	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TNFSF10	TNFRSF10D	NA	known	literature supported
2360	TNFSF10_TNFRSF11B	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	DLRP	NA	NA	HPRD	NA	NA	TNFSF10	TNFRSF11B	NA	known	literature supported
2361	TNFSF11_TNFRSF11A	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	DLRP	HPMR	IUPHAR	HPRD	NA	NA	TNFSF11	TNFRSF11A	NA	known	literature supported
2362	TNFSF11_TNFRSF11B	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TNFSF11	TNFRSF11B	NA	known	literature supported
2363	TNFSF12_TNFRSF12A	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A	NA	HPMR	IUPHAR	HPRD	NA	NA	TNFSF12	TNFRSF12A	NA	known	literature supported
2364	TNFSF12_TNFRSF25	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	DLRP	NA	NA	HPRD	NA	NA	TNFSF12	TNFRSF25	NA	known	literature supported
2365	TNFSF13B_TNFRSF13B	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF13B	TNFRSF13B	NA	known	literature supported
2366	TNFSF13B_TNFRSF13C	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF13C	tumor necrosis factor receptor superfamily, member 13C	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF13B	TNFRSF13C	NA	known	literature supported
2367	TNFSF13B_TNFRSF17	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF13B	TNFRSF17	NA	known	literature supported
2368	TNFSF13_FAS	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	FAS	Fas cell surface death receptor	NA	NA	NA	HPRD	NA	NA	TNFSF13	FAS	NA	novel	literature supported
2369	TNFSF13_SDC2	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	SDC2	syndecan 2	NA	NA	NA	HPRD	NA	NA	TNFSF13	SDC2	NA	novel	literature supported
2370	TNFSF13_TNFRSF11B	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	NA	NA	NA	HPRD	NA	NA	TNFSF13	TNFRSF11B	NA	novel	literature supported
2371	TNFSF13_TNFRSF13B	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	NA	HPMR	NA	HPRD	NA	NA	TNFSF13	TNFRSF13B	NA	known	literature supported
2372	TNFSF13_TNFRSF14	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	NA	NA	NA	HPRD	NA	NA	TNFSF13	TNFRSF14	NA	novel	literature supported
2373	TNFSF13_TNFRSF17	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	NA	HPMR	IUPHAR	HPRD	NA	NA	TNFSF13	TNFRSF17	NA	known	literature supported
2374	TNFSF13_TNFRSF1A	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	NA	NA	NA	HPRD	NA	NA	TNFSF13	TNFRSF1A	NA	novel	literature supported
2375	TNFSF14_LTBR	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	DLRP	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TNFSF14	LTBR	NA	known	literature supported
2376	TNFSF14_TNFRSF14	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	DLRP	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TNFSF14	TNFRSF14	NA	known	literature supported
2377	TNFSF14_TNFRSF6B	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	TNFSF14	TNFRSF6B	NA	known	literature supported
2378	TNFSF15_TNFRSF25	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TNFSF15	TNFRSF25	NA	known	literature supported
2379	TNFSF15_TNFRSF6B	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	TNFSF15	TNFRSF6B	NA	novel	literature supported
2380	TNFSF18_TNFRSF18	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	TNFRSF18	tumor necrosis factor receptor superfamily, member 18	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF18	TNFRSF18	NA	known	literature supported
2381	TNFSF4_TNFRSF4	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF4	TNFRSF4	NA	known	literature supported
2382	TNFSF4_TRAF2	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	TRAF2	TNF receptor-associated factor 2	NA	NA	NA	HPRD	NA	NA	TNFSF4	TRAF2	NA	novel	literature supported
2383	TNFSF8_TNFRSF8	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNFSF8	TNFRSF8	NA	known	literature supported
2384	TNFSF9_TNFRSF9	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	DLRP	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TNFSF9	TNFRSF9	NA	known	literature supported
2385	TNFSF9_TRAF2	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	TRAF2	TNF receptor-associated factor 2	NA	NA	NA	HPRD	NA	NA	TNFSF9	TRAF2	NA	novel	literature supported
2386	TNF_LTBR	TNF	tumor necrosis factor	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	DLRP	NA	NA	NA	NA	NA	TNF	LTBR	NA	known	putative
2387	TNF_SLC5A11	TNF	tumor necrosis factor	SLC5A11	solute carrier family 5 (sodium/inositol cotransporter), member 11	NA	NA	NA	NA	STRING.binding	NA	TNF	NA	NA	novel	putative
2388	TNF_TNFRSF1A	TNF	tumor necrosis factor	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNF	TNFRSF1A	NA	known	literature supported
2389	TNF_TNFRSF1B	TNF	tumor necrosis factor	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TNF	TNFRSF1B	NA	known	literature supported
2390	TNF_TNFRSF21	TNF	tumor necrosis factor	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	NA	HPMR	NA	NA	NA	NA	TNF	TNFRSF21	NA	known	literature supported
2391	TNF_TRAF2	TNF	tumor necrosis factor	TRAF2	TNF receptor-associated factor 2	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	TNF	TRAF2	NA	novel	literature supported
2404	TRH_TRHR	TRH	thyrotropin-releasing hormone	TRHR	thyrotropin-releasing hormone receptor	NA	HPMR	NA	HPRD	STRING.binding	NA	TRH	TRHR	NA	known	literature supported
2405	TSHB_TSHR	TSHB	thyroid stimulating hormone, beta	TSHR	thyroid stimulating hormone receptor	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	TSHB	TSHR	NA	known	literature supported
2406	TSLP_IL7R	TSLP	thymic stromal lymphopoietin	IL7R	interleukin 7 receptor	NA	NA	NA	HPRD	NA	NA	NA	IL7R	NA	novel	literature supported
2416	UCN2_CRHR1	UCN2	urocortin 2	CRHR1	corticotropin releasing hormone receptor 1	NA	NA	IUPHAR	NA	STRING.binding	NA	UCN2	CRHR1	NA	known	literature supported
2417	UCN2_CRHR2	UCN2	urocortin 2	CRHR2	corticotropin releasing hormone receptor 2	NA	HPMR	IUPHAR	HPRD	NA	NA	UCN2	CRHR2	NA	known	literature supported
2418	UCN2_IL10RB	UCN2	urocortin 2	IL10RB	interleukin 10 receptor, beta	NA	NA	NA	HPRD	NA	NA	UCN2	IL10RB	NA	novel	literature supported
2419	UCN3_CRHR1	UCN3	urocortin 3	CRHR1	corticotropin releasing hormone receptor 1	NA	NA	NA	HPRD	NA	NA	UCN3	CRHR1	NA	novel	literature supported
2420	UCN3_CRHR2	UCN3	urocortin 3	CRHR2	corticotropin releasing hormone receptor 2	NA	HPMR	IUPHAR	HPRD	NA	NA	UCN3	CRHR2	NA	known	literature supported
2421	UCN3_IL10RB	UCN3	urocortin 3	IL10RB	interleukin 10 receptor, beta	NA	NA	NA	HPRD	NA	NA	UCN3	IL10RB	NA	novel	literature supported
2422	UCN_CRHR1	UCN	urocortin	CRHR1	corticotropin releasing hormone receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	UCN	CRHR1	NA	known	literature supported
2423	UCN_CRHR2	UCN	urocortin	CRHR2	corticotropin releasing hormone receptor 2	NA	HPMR	IUPHAR	HPRD	NA	NA	UCN	CRHR2	NA	known	literature supported
2424	ULBP2_KLRK1	ULBP2	UL16 binding protein 2	KLRK1	killer cell lectin-like receptor subfamily K, member 1	NA	HPMR	NA	NA	NA	NA	ULBP2	KLRK1	NA	known	literature supported
2425	UTS2B_UTS2R	UTS2B	urotensin 2B	UTS2R	urotensin 2 receptor	NA	NA	IUPHAR	HPRD	NA	NA	NA	UTS2R	NA	known	literature supported
2426	UTS2_UTS2R	UTS2	urotensin 2	UTS2R	urotensin 2 receptor	NA	HPMR	IUPHAR	HPRD	NA	NA	UTS2	UTS2R	NA	known	literature supported
2427	VASP_CXCR2	VASP	vasodilator-stimulated phosphoprotein	CXCR2	chemokine (C-X-C motif) receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	19435808	novel	literature supported
2428	VCAM1_ITGA4	VCAM1	vascular cell adhesion molecule 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	HPMR	NA	NA	STRING.binding	NA	VCAM1	ITGA4	NA	known	literature supported
2429	VCAM1_ITGA9	VCAM1	vascular cell adhesion molecule 1	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	VCAM1	ITGA9	NA	novel	putative
2430	VCAM1_ITGAD	VCAM1	vascular cell adhesion molecule 1	ITGAD	integrin, alpha D	NA	HPMR	NA	HPRD	STRING.binding	NA	VCAM1	ITGAD	NA	known	literature supported
2431	VCAM1_ITGB1	VCAM1	vascular cell adhesion molecule 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	HPMR	NA	HPRD	STRING.binding	NA	VCAM1	ITGB1	NA	known	literature supported
2432	VCAM1_ITGB2	VCAM1	vascular cell adhesion molecule 1	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	VCAM1	ITGB2	NA	known	literature supported
2433	VCAM1_ITGB7	VCAM1	vascular cell adhesion molecule 1	ITGB7	integrin, beta 7	NA	NA	NA	HPRD	STRING.binding	NA	VCAM1	ITGB7	NA	novel	literature supported
2434	VCAN_CD44	VCAN	versican	CD44	CD44 molecule (Indian blood group)	NA	NA	NA	HPRD	STRING.binding	NA	NA	CD44	NA	novel	literature supported
2435	VCAN_EGFR	VCAN	versican	EGFR	epidermal growth factor receptor	NA	NA	NA	NA	STRING.binding	NA	NA	EGFR	16045811	novel	literature supported
2436	VCAN_ITGA4	VCAN	versican	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	NA	NA	HPRD	NA	NA	NA	ITGA4	NA	novel	literature supported
2437	VCAN_ITGB1	VCAN	versican	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	HPRD	NA	NA	NA	ITGB1	NA	novel	literature supported
2438	VCAN_SELL	VCAN	versican	SELL	selectin L	NA	NA	NA	NA	STRING.binding	NA	NA	SELL	NA	novel	putative
2439	VCAN_SELP	VCAN	versican	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	NA	NA	NA	HPRD	STRING.binding	NA	NA	SELP	NA	novel	literature supported
2440	VCAN_TLR1	VCAN	versican	TLR1	toll-like receptor 1	NA	NA	NA	NA	STRING.binding	NA	NA	TLR1	NA	novel	putative
2441	VCAN_TLR2	VCAN	versican	TLR2	toll-like receptor 2	NA	NA	NA	NA	STRING.binding	NA	NA	TLR2	19122641	novel	literature supported
2442	VEGFA_EGFR	VEGFA	vascular endothelial growth factor A	EGFR	epidermal growth factor receptor	NA	NA	NA	NA	STRING.binding	NA	VEGF	EGFR	NA	novel	putative
2443	VEGFA_EPHB2	VEGFA	vascular endothelial growth factor A	EPHB2	EPH receptor B2	NA	NA	NA	HPRD	NA	NA	VEGF	EPHB2	NA	novel	literature supported
2444	VEGFA_FLT1	VEGFA	vascular endothelial growth factor A	FLT1	fms-related tyrosine kinase 1	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	VEGF	FLT1	NA	known	literature supported
2445	VEGFA_GPC1	VEGFA	vascular endothelial growth factor A	GPC1	glypican 1	NA	NA	NA	HPRD	STRING.binding	NA	VEGF	GPC1	NA	novel	literature supported
2446	VEGFA_ITGA9	VEGFA	vascular endothelial growth factor A	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	VEGF	ITGA9	NA	novel	putative
2447	VEGFA_ITGAV	VEGFA	vascular endothelial growth factor A	ITGAV	integrin, alpha V	NA	NA	NA	NA	STRING.binding	NA	VEGF	ITGAV	NA	novel	putative
2448	VEGFA_ITGB1	VEGFA	vascular endothelial growth factor A	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	VEGF	ITGB1	NA	novel	putative
2449	VEGFA_KDR	VEGFA	vascular endothelial growth factor A	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	VEGF	KDR	NA	known	literature supported
2450	VEGFA_NRP1	VEGFA	vascular endothelial growth factor A	NRP1	neuropilin 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	VEGF	NRP1	NA	known	literature supported
2451	VEGFA_NRP2	VEGFA	vascular endothelial growth factor A	NRP2	neuropilin 2	DLRP	NA	NA	HPRD	STRING.binding	NA	VEGF	NRP2	NA	known	literature supported
2452	VEGFA_RET	VEGFA	vascular endothelial growth factor A	RET	ret proto-oncogene	NA	NA	NA	NA	STRING.binding	NA	VEGF	RET	NA	novel	putative
2453	VEGFA_SIRPA	VEGFA	vascular endothelial growth factor A	SIRPA	signal-regulatory protein alpha	NA	NA	NA	NA	STRING.binding	STRING.experiment	VEGF	NA	NA	novel	putative
2454	VEGFA_TYRO3	VEGFA	vascular endothelial growth factor A	TYRO3	TYRO3 protein tyrosine kinase	NA	NA	NA	NA	STRING.binding	NA	VEGF	TYRO3	NA	novel	putative
2455	VEGFB_FLT1	VEGFB	vascular endothelial growth factor B	FLT1	fms-related tyrosine kinase 1	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	NA	FLT1	NA	known	literature supported
2456	VEGFB_NRP1	VEGFB	vascular endothelial growth factor B	NRP1	neuropilin 1	DLRP	HPMR	NA	HPRD	STRING.binding	NA	NA	NRP1	NA	known	literature supported
2457	VEGFB_RET	VEGFB	vascular endothelial growth factor B	RET	ret proto-oncogene	NA	NA	NA	NA	STRING.binding	NA	NA	RET	NA	novel	putative
2458	VEGFB_TYRO3	VEGFB	vascular endothelial growth factor B	TYRO3	TYRO3 protein tyrosine kinase	NA	NA	NA	NA	STRING.binding	NA	NA	TYRO3	NA	novel	putative
2459	VEGFC_FLT1	VEGFC	vascular endothelial growth factor C	FLT1	fms-related tyrosine kinase 1	NA	NA	NA	NA	STRING.binding	NA	VEGFC	FLT1	NA	novel	putative
2460	VEGFC_FLT4	VEGFC	vascular endothelial growth factor C	FLT4	fms-related tyrosine kinase 4	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	VEGFC	FLT4	NA	known	literature supported
2461	VEGFC_ITGA9	VEGFC	vascular endothelial growth factor C	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	VEGFC	ITGA9	NA	novel	putative
2462	VEGFC_ITGB1	VEGFC	vascular endothelial growth factor C	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	VEGFC	ITGB1	NA	novel	putative
2463	VEGFC_KDR	VEGFC	vascular endothelial growth factor C	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	VEGFC	KDR	NA	known	literature supported
2464	VEGFC_LYVE1	VEGFC	vascular endothelial growth factor C	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	NA	NA	NA	NA	STRING.binding	NA	VEGFC	NA	NA	novel	putative
2465	VEGFC_NRP2	VEGFC	vascular endothelial growth factor C	NRP2	neuropilin 2	NA	HPMR	NA	NA	STRING.binding	NA	VEGFC	NRP2	NA	known	literature supported
2466	VEGFC_VIPR2	VEGFC	vascular endothelial growth factor C	VIPR2	vasoactive intestinal peptide receptor 2	NA	HPMR	NA	NA	NA	NA	VEGFC	VIPR2	NA	known	literature supported
2467	VIM_CD44	VIM	vimentin	CD44	CD44 molecule (Indian blood group)	NA	NA	NA	NA	NA	NA	NA	NA	22216242	novel	literature supported
2468	VIP_ADCYAP1R1	VIP	vasoactive intestinal peptide	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	NA	NA	IUPHAR	NA	NA	NA	VIP	ADCYAP1R1	NA	known	literature supported
2469	VIP_NPR3	VIP	vasoactive intestinal peptide	NPR3	natriuretic peptide receptor 3	NA	NA	NA	NA	STRING.binding	NA	VIP	NPR3	NA	novel	putative
2470	VIP_SCTR	VIP	vasoactive intestinal peptide	SCTR	secretin receptor	NA	NA	IUPHAR	NA	NA	NA	VIP	SCTR	NA	known	literature supported
2471	VIP_VIPR1	VIP	vasoactive intestinal peptide	VIPR1	vasoactive intestinal peptide receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	VIP	VIPR1	NA	known	literature supported
2472	VIP_VIPR2	VIP	vasoactive intestinal peptide	VIPR2	vasoactive intestinal peptide receptor 2	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	VIP	VIPR2	NA	known	literature supported
2473	VTN_CD47	VTN	vitronectin	CD47	CD47 molecule	NA	NA	NA	NA	STRING.binding	NA	VTN	CD47	NA	novel	putative
2474	VTN_ITGA2B	VTN	vitronectin	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	NA	NA	NA	NA	STRING.binding	NA	VTN	ITGA2B	NA	novel	putative
2475	VTN_ITGA3	VTN	vitronectin	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	NA	NA	NA	NA	STRING.binding	NA	VTN	ITGA3	NA	novel	putative
2476	VTN_ITGA5	VTN	vitronectin	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	NA	HPMR	NA	NA	STRING.binding	NA	VTN	ITGA5	NA	known	literature supported
2477	VTN_ITGA8	VTN	vitronectin	ITGA8	integrin, alpha 8	NA	NA	NA	HPRD	STRING.binding	NA	VTN	ITGA8	NA	novel	literature supported
2478	VTN_ITGAV	VTN	vitronectin	ITGAV	integrin, alpha V	NA	NA	NA	NA	STRING.binding	NA	VTN	ITGAV	23154389	novel	literature supported
2479	VTN_ITGB1	VTN	vitronectin	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	VTN	ITGB1	NA	novel	putative
2480	VTN_ITGB3	VTN	vitronectin	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	NA	HPMR	NA	HPRD	NA	NA	VTN	ITGB3	NA	known	literature supported
2481	VTN_ITGB5	VTN	vitronectin	ITGB5	integrin, beta 5	NA	NA	NA	NA	STRING.binding	NA	VTN	ITGB5	NA	novel	putative
2482	VTN_ITGB6	VTN	vitronectin	ITGB6	integrin, beta 6	NA	NA	NA	HPRD	STRING.binding	NA	VTN	ITGB6	NA	novel	literature supported
2483	VTN_ITGB8	VTN	vitronectin	ITGB8	integrin, beta 8	NA	NA	NA	HPRD	STRING.binding	NA	VTN	ITGB8	NA	novel	literature supported
2484	VTN_KDR	VTN	vitronectin	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	NA	NA	NA	NA	STRING.binding	NA	VTN	KDR	NA	novel	putative
2485	VTN_PLAUR	VTN	vitronectin	PLAUR	plasminogen activator, urokinase receptor	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	VTN	PLAUR	NA	novel	literature supported
2486	VTN_PVR	VTN	vitronectin	PVR	poliovirus receptor	NA	NA	NA	HPRD	NA	NA	VTN	PVR	NA	novel	literature supported
2487	VTN_TNFRSF11B	VTN	vitronectin	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	NA	NA	NA	HPRD	NA	NA	VTN	TNFRSF11B	NA	novel	literature supported
2488	VWF_GP1BA	VWF	von Willebrand factor	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	VWF	NA	NA	novel	literature supported
2489	VWF_ITGA2B	VWF	von Willebrand factor	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	NA	NA	NA	HPRD	NA	NA	VWF	ITGA2B	NA	novel	literature supported
2490	VWF_SELP	VWF	von Willebrand factor	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	NA	NA	NA	NA	STRING.binding	NA	VWF	SELP	NA	novel	putative
2491	VWF_SIRPA	VWF	von Willebrand factor	SIRPA	signal-regulatory protein alpha	NA	NA	NA	NA	STRING.binding	STRING.experiment	VWF	NA	NA	novel	putative
2492	VWF_TNFRSF11B	VWF	von Willebrand factor	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	NA	NA	NA	HPRD	NA	NA	VWF	TNFRSF11B	NA	novel	literature supported
2493	WNT11_FZD7	WNT11	wingless-type MMTV integration site family, member 11	FZD7	frizzled class receptor 7	NA	HPMR	NA	NA	NA	NA	WNT11	FZD7	NA	known	literature supported
2494	WNT16_FZD6	WNT16	wingless-type MMTV integration site family, member 16	FZD6	frizzled class receptor 6	NA	NA	NA	NA	STRING.binding	NA	NA	FZD6	NA	novel	putative
2495	WNT1_FZD1	WNT1	wingless-type MMTV integration site family, member 1	FZD1	frizzled class receptor 1	NA	NA	NA	NA	STRING.binding	NA	WNT1	FZD1	NA	novel	putative
2496	WNT1_FZD3	WNT1	wingless-type MMTV integration site family, member 1	FZD3	frizzled class receptor 3	NA	HPMR	NA	NA	NA	NA	WNT1	FZD3	NA	known	literature supported
2497	WNT1_FZD5	WNT1	wingless-type MMTV integration site family, member 1	FZD5	frizzled class receptor 5	NA	NA	NA	NA	STRING.binding	NA	WNT1	FZD5	NA	novel	putative
2498	WNT1_FZD7	WNT1	wingless-type MMTV integration site family, member 1	FZD7	frizzled class receptor 7	NA	NA	NA	NA	STRING.binding	NA	WNT1	FZD7	NA	novel	putative
